STATE,COUNTY,FIPS,LOCATION,E_TOTPOP,EP_POV150,EP_AGE65,EP_DISABL,EP_LIMENG,EP_NOVEH,RPL_THEME1,EPL_AGE65,EPL_LIMENG,RPL_THEME2,RPL_THEME3,EPL_NOVEH,RPL_THEME4,RPL_THEMES,EP_NOINT
California,Sonoma County,06097151900,Census Tract 1519; Sonoma County; California,2881,15.9,19.0,16.0,2.8,10.0,0.4737,0.7293,0.2871,0.7425,0.1005,0.782,0.7014,0.5632,10.0
California,Sonoma County,06097152000,Census Tract 1520; Sonoma County; California,2345,29.7,6.0,22.6,13.4,21.7,0.7678,0.063,0.7577,0.6331,0.4159,0.9496,0.8672,0.7867,10.9
California,Sonoma County,06097152100,Census Tract 1521; Sonoma County; California,3057,20.5,5.3,8.4,7.8,0.6,0.6267,0.0471,0.5812,0.1504,0.4376,0.0817,0.485,0.4705,1.4
California,Sonoma County,06097152201,Census Tract 1522.01; Sonoma County; California,4315,22.7,13.7,12.3,3.3,6.4,0.4367,0.4709,0.3293,0.3531,0.2072,0.6258,0.8073,0.5097,8.7
California,Sonoma County,06097152203,Census Tract 1522.03; Sonoma County; California,3362,17.4,23.6,15.3,1.0,14.7,0.3386,0.8639,0.1238,0.4711,0.1415,0.8864,0.4332,0.3521,6.5
California,Sonoma County,06097152204,Census Tract 1522.04; Sonoma County; California,4166,15.0,26.1,12.3,5.1,9.9,0.4742,0.9065,0.4506,0.5952,0.1658,0.7799,0.9374,0.6438,8.0
California,Sonoma County,06097152205,Census Tract 1522.05; Sonoma County; California,2168,6.9,30.2,11.4,1.3,3.0,0.098,0.9478,0.1557,0.5572,0.049,0.3607,0.2877,0.1904,2.0
California,Sonoma County,06097152300,Census Tract 1523; Sonoma County; California,4104,10.1,30.1,12.5,0.5,6.2,0.3352,0.9472,0.0702,0.2545,0.0078,0.6141,0.356,0.2556,6.8
California,Sonoma County,06097152401,Census Tract 1524.01; Sonoma County; California,4417,6.6,27.1,11.4,1.1,0.0,0.0223,0.9171,0.1343,0.1741,0.0899,0.0,0.0473,0.0134,14.5
California,Sonoma County,06097152402,Census Tract 1524.02; Sonoma County; California,2850,9.2,39.3,21.7,0.0,22.7,0.1555,0.9822,0.0,0.5439,0.1028,0.955,0.8114,0.4008,6.3
California,Sonoma County,06097152501,Census Tract 1525.01; Sonoma County; California,4047,14.4,12.6,7.9,4.2,2.7,0.3246,0.4081,0.3922,0.2449,0.2694,0.3286,0.493,0.3263,5.2
California,Sonoma County,06097152502,Census Tract 1525.02; Sonoma County; California,3945,18.1,24.0,10.4,6.2,4.6,0.4707,0.8711,0.5068,0.7644,0.2677,0.5013,0.8198,0.6361,7.6
California,Sonoma County,06097152601,Census Tract 1526.01; Sonoma County; California,6688,2.6,20.1,6.5,1.1,1.8,0.1918,0.7705,0.1343,0.1148,0.089,0.2296,0.2818,0.1325,4.9
California,Sonoma County,06097152602,Census Tract 1526.02; Sonoma County; California,1082,10.7,42.2,9.7,2.1,0.0,0.2232,0.9866,0.2273,0.1066,0.0146,0.0,0.0175,0.0277,9.4
California,Sonoma County,06097152701,Census Tract 1527.01; Sonoma County; California,4387,14.1,32.1,17.1,1.7,2.3,0.2191,0.9609,0.1907,0.8256,0.2386,0.2877,0.8065,0.5232,3.9
California,Sonoma County,06097152702,Census Tract 1527.02; Sonoma County; California,4401,11.4,11.1,10.9,5.7,1.8,0.3704,0.3135,0.4831,0.2911,0.236,0.2296,0.7426,0.4394,1.5
California,Sonoma County,06097152801,Census Tract 1528.01; Sonoma County; California,3965,17.0,22.6,11.9,7.4,4.4,0.2414,0.8424,0.5656,0.4494,0.275,0.4843,0.707,0.4059,17.3
California,Sonoma County,06097152803,Census Tract 1528.03; Sonoma County; California,4785,21.5,9.4,9.3,12.8,4.4,0.6949,0.2122,0.7422,0.6531,0.5463,0.4843,0.934,0.8052,1.5
California,Sonoma County,06097152804,Census Tract 1528.04; Sonoma County; California,3118,37.1,10.2,13.1,12.3,10.8,0.9121,0.2575,0.7297,0.6081,0.2898,0.8063,0.7887,0.8051,13.3
California,Sonoma County,06097152903,Census Tract 1529.03; Sonoma County; California,4967,19.3,14.4,10.0,12.9,12.6,0.5476,0.5096,0.7445,0.751,0.4965,0.8501,0.7571,0.677,10.8
California,Sonoma County,06097152904,Census Tract 1529.04; Sonoma County; California,5594,5.7,15.6,9.9,3.5,2.0,0.1229,0.5741,0.3441,0.419,0.3043,0.2521,0.4713,0.2654,1.0
California,Sonoma County,06097152905,Census Tract 1529.05; Sonoma County; California,4138,8.0,18.1,16.9,2.2,3.6,0.2931,0.6927,0.2364,0.7405,0.2432,0.4191,0.516,0.4384,6.4
California,Sonoma County,06097152906,Census Tract 1529.06; Sonoma County; California,6235,13.5,15.7,8.5,8.1,0.0,0.4569,0.5795,0.5935,0.1835,0.1639,0.0,0.2463,0.2738,7.2
California,Sonoma County,06097153001,Census Tract 1530.01; Sonoma County; California,7215,26.5,16.6,11.7,13.0,11.6,0.6825,0.6234,0.7482,0.6701,0.412,0.8269,0.7037,0.6936,7.0
California,Sonoma County,06097153002,Census Tract 1530.02; Sonoma County; California,7218,32.0,9.8,8.8,20.3,1.1,0.916,0.2341,0.8861,0.4332,0.4723,0.1414,0.7324,0.7758,6.0
California,Sonoma County,06097153003,Census Tract 1530.03; Sonoma County; California,5449,18.0,10.9,16.7,10.6,7.9,0.6098,0.3011,0.6805,0.9116,0.4033,0.7038,0.9145,0.81,4.6
California,Sonoma County,06097153005,Census Tract 1530.05; Sonoma County; California,6471,16.4,19.8,11.0,4.0,3.6,0.3302,0.7593,0.3786,0.4421,0.2783,0.4191,0.5815,0.4108,2.3
California,Sonoma County,06097153006,Census Tract 1530.06; Sonoma County; California,7652,8.7,23.5,11.4,11.5,2.7,0.3567,0.8623,0.7054,0.834,0.316,0.3286,0.6421,0.5424,6.4
California,Sonoma County,06097153102,Census Tract 1531.02; Sonoma County; California,6000,20.0,6.9,9.0,19.6,3.2,0.7174,0.0894,0.876,0.6822,0.7484,0.3803,0.6781,0.7465,6.4
California,Sonoma County,06097153103,Census Tract 1531.03; Sonoma County; California,4834,15.8,11.9,12.1,13.6,9.4,0.7104,0.3642,0.7634,0.7305,0.5592,0.7619,0.401,0.6501,9.3
California,Sonoma County,06097153104,Census Tract 1531.04; Sonoma County; California,3888,25.3,6.8,13.5,22.3,8.5,0.798,0.0862,0.9087,0.903,0.6066,0.7278,0.9654,0.9311,7.8
California,Sonoma County,06097153201,Census Tract 1532.01; Sonoma County; California,4195,11.3,10.7,10.8,10.3,2.3,0.4966,0.2878,0.6709,0.7479,0.5287,0.2877,0.1505,0.441,4.2
California,Sonoma County,06097153202,Census Tract 1532.02; Sonoma County; California,3299,25.2,14.0,11.8,11.7,5.6,0.7919,0.4871,0.7121,0.9704,0.5405,0.5756,0.8297,0.8944,19.7
California,Sonoma County,06097153301,Census Tract 1533.01; Sonoma County; California,6584,13.9,9.8,19.8,7.4,0.8,0.4615,0.2341,0.5656,0.7611,0.3526,0.1055,0.3214,0.4761,4.1
California,Sonoma County,06097153302,Census Tract 1533.02; Sonoma County; California,5594,25.6,16.1,16.1,17.1,1.1,0.7215,0.5993,0.8358,0.9754,0.4904,0.1414,0.4889,0.7652,5.0
California,Sonoma County,06097153403,Census Tract 1534.03; Sonoma County; California,3689,11.2,28.4,14.9,2.8,9.0,0.3217,0.9326,0.2871,0.5913,0.068,0.7464,0.7816,0.48,11.1
California,Sonoma County,06097153404,Census Tract 1534.04; Sonoma County; California,3557,21.9,32.3,13.0,3.1,6.0,0.2039,0.9623,0.313,0.2907,0.0619,0.6009,0.6726,0.3066,7.0
California,Sonoma County,06097153405,Census Tract 1534.05; Sonoma County; California,3704,7.3,29.9,14.7,0.0,6.2,0.3306,0.9457,0.0,0.7328,0.1476,0.6141,0.2728,0.3582,6.3
California,Sonoma County,06097153406,Census Tract 1534.06; Sonoma County; California,2388,10.2,16.8,5.2,12.5,3.0,0.145,0.6334,0.7354,0.4709,0.1163,0.3607,0.4566,0.2596,4.8
California,Sonoma County,06097153501,Census Tract 1535.01; Sonoma County; California,4410,15.5,25.6,11.8,4.3,1.4,0.3977,0.8986,0.3988,0.7818,0.0846,0.1803,0.3826,0.4367,4.9
California,Sonoma County,06097153502,Census Tract 1535.02; Sonoma County; California,3804,8.5,35.2,8.0,3.9,3.3,0.0831,0.9731,0.3721,0.2392,0.046,0.3894,0.1396,0.0709,4.3
California,Sonoma County,06097153601,Census Tract 1536.01; Sonoma County; California,1720,10.1,27.2,8.1,0.4,0.0,0.0554,0.9184,0.0607,0.1045,0.0667,0.0,0.3143,0.0777,20.4
California,Sonoma County,06097153602,Census Tract 1536.02; Sonoma County; California,3824,13.7,33.2,9.8,0.5,2.3,0.2543,0.9667,0.0702,0.1115,0.049,0.2877,0.613,0.2533,3.5
California,Sonoma County,06097153705,Census Tract 1537.05; Sonoma County; California,3424,9.9,24.0,12.4,1.2,1.1,0.2032,0.8711,0.1455,0.2697,0.0785,0.1414,0.5575,0.2686,6.0
California,Sonoma County,06097153707,Census Tract 1537.07; Sonoma County; California,1558,12.0,28.9,14.6,0.0,6.1,0.3412,0.9377,0.0,0.3333,0.0207,0.6075,0.4033,0.2945,5.1
California,Sonoma County,06097153708,Census Tract 1537.08; Sonoma County; California,1521,12.2,37.8,21.4,0.5,6.7,0.466,0.9795,0.0702,0.4658,0.0112,0.6424,0.2012,0.311,14.7
California,Sonoma County,06097153709,Census Tract 1537.09; Sonoma County; California,1576,16.0,29.9,5.6,3.3,6.0,0.3256,0.9457,0.3293,0.1088,0.0736,0.6009,0.4273,0.2317,6.1
California,Sonoma County,06097153710,Census Tract 1537.10; Sonoma County; California,2400,19.3,26.4,21.9,1.4,6.0,0.4088,0.9099,0.1643,0.3469,0.1005,0.6009,0.223,0.2771,5.5
California,Sonoma County,06097153711,Census Tract 1537.11; Sonoma County; California,2819,10.2,16.6,9.2,0.0,0.8,0.1476,0.6234,0.0,0.2657,0.1296,0.1055,0.0252,0.0494,1.7
California,Sonoma County,06097153712,Census Tract 1537.12; Sonoma County; California,2019,21.9,25.9,13.2,0.6,3.8,0.3514,0.9029,0.0829,0.8372,0.1073,0.4348,0.3403,0.4192,6.7
California,Sonoma County,06097153804,Census Tract 1538.04; Sonoma County; California,3662,9.8,13.1,12.8,2.2,2.0,0.0622,0.438,0.2364,0.6623,0.165,0.2521,0.0386,0.0861,4.5
California,Sonoma County,06097153806,Census Tract 1538.06; Sonoma County; California,2608,17.4,27.2,15.4,10.0,9.3,0.4558,0.9184,0.6614,0.6934,0.1507,0.7584,0.4691,0.4783,11.8
California,Sonoma County,06097153807,Census Tract 1538.07; Sonoma County; California,3919,4.5,20.7,7.3,0.8,0.8,0.031,0.7905,0.1045,0.1007,0.1424,0.1055,0.0373,0.0094,2.8
California,Sonoma County,06097153808,Census Tract 1538.08; Sonoma County; California,3572,8.1,21.5,11.4,5.9,5.9,0.3688,0.8135,0.4939,0.6527,0.2233,0.5944,0.7757,0.5313,6.7
California,Sonoma County,06097153809,Census Tract 1538.09; Sonoma County; California,4819,8.8,13.8,9.0,6.4,2.2,0.2552,0.4766,0.5161,0.5269,0.3698,0.2745,0.6018,0.4131,5.5
California,Sonoma County,06097153810,Census Tract 1538.10; Sonoma County; California,3911,14.7,6.9,10.7,1.7,0.6,0.5553,0.0894,0.1907,0.4846,0.2213,0.0817,0.6013,0.5285,7.5
California,Sonoma County,06097153811,Census Tract 1538.11; Sonoma County; California,5487,12.9,13.9,5.3,7.2,2.0,0.27,0.4827,0.5557,0.6399,0.2498,0.2521,0.2684,0.3189,0.7
California,Sonoma County,06097153902,Census Tract 1539.02; Sonoma County; California,4486,17.5,17.9,10.1,6.0,3.4,0.4841,0.6842,0.4984,0.5295,0.2521,0.4001,0.7381,0.5491,3.4
California,Sonoma County,06097153903,Census Tract 1539.03; Sonoma County; California,3933,15.1,26.5,9.3,4.3,1.1,0.3426,0.9109,0.3988,0.2751,0.0749,0.1414,0.0176,0.0942,1.9
California,Sonoma County,06097153904,Census Tract 1539.04; Sonoma County; California,1776,5.5,43.0,11.3,7.6,2.3,0.1308,0.9874,0.5737,0.3185,0.0949,0.2877,0.0444,0.0615,10.6
California,Sonoma County,06097153905,Census Tract 1539.05; Sonoma County; California,3410,17.8,29.3,13.3,2.6,3.6,0.681,0.9416,0.2697,0.5795,0.0938,0.4191,0.2635,0.4894,4.0
California,Sonoma County,06097154000,Census Tract 1540; Sonoma County; California,2294,7.7,30.6,8.1,6.2,1.2,0.1375,0.9512,0.5068,0.2191,0.1028,0.1547,0.4254,0.1826,7.0
California,Sonoma County,06097154100,Census Tract 1541; Sonoma County; California,3717,9.7,32.3,9.0,7.1,2.6,0.2127,0.9623,0.5505,0.2432,0.1307,0.3182,0.5245,0.2639,10.8
California,Sonoma County,06097154201,Census Tract 1542.01; Sonoma County; California,3656,17.7,18.5,9.2,4.6,7.5,0.6011,0.7104,0.4182,0.3034,0.3698,0.6848,0.8895,0.6392,8.8
California,Sonoma County,06097154202,Census Tract 1542.02; Sonoma County; California,6544,7.8,21.8,12.6,2.3,1.6,0.2739,0.8211,0.2457,0.4112,0.1248,0.2051,0.4332,0.3032,9.6
California,Sonoma County,06097154304,Census Tract 1543.04; Sonoma County; California,2010,19.9,29.3,9.8,0.7,1.7,0.3378,0.9416,0.0948,0.2016,0.0542,0.2179,0.5558,0.3111,18.4
California,Sonoma County,06097154305,Census Tract 1543.05; Sonoma County; California,2173,10.3,35.4,6.0,2.2,4.0,0.4854,0.9736,0.2364,0.0877,0.1028,0.4513,0.6341,0.3646,9.2
California,Sonoma County,06097154306,Census Tract 1543.06; Sonoma County; California,1633,13.5,28.8,5.0,2.6,4.6,0.1683,0.9366,0.2697,0.0489,0.0749,0.5013,0.512,0.1417,3.3
California,Sonoma County,06097154307,Census Tract 1543.07; Sonoma County; California,783,19.5,46.2,15.2,1.0,4.3,0.2744,0.9901,0.1238,0.2034,0.0542,0.4761,0.4362,0.2448,3.8
California,Sonoma County,06097154308,Census Tract 1543.08; Sonoma County; California,935,20.6,65.1,16.8,2.7,2.6,0.2258,0.9964,0.2775,0.5022,0.0667,0.3182,0.068,0.1395,11.4
California,Stanislaus County,06099000101,Census Tract 1.01; Stanislaus County; California,5791,13.0,23.9,13.6,2.7,4.4,0.439,0.8694,0.2775,0.5589,0.1229,0.4843,0.3579,0.3983,9.9
California,Stanislaus County,06099000102,Census Tract 1.02; Stanislaus County; California,3403,10.6,24.4,7.9,6.6,1.0,0.2454,0.8791,0.5281,0.2792,0.1045,0.1284,0.1217,0.1397,9.3
California,Stanislaus County,06099000201,Census Tract 2.01; Stanislaus County; California,6513,21.6,15.2,10.9,3.6,3.4,0.4024,0.5518,0.3516,0.5679,0.099,0.4001,0.6152,0.4642,11.1
California,Stanislaus County,06099000202,Census Tract 2.02; Stanislaus County; California,7378,15.2,10.2,9.7,7.4,4.7,0.5169,0.2575,0.5656,0.773,0.3043,0.5101,0.702,0.6206,14.1
California,Stanislaus County,06099000204,Census Tract 2.04; Stanislaus County; California,5283,24.6,19.6,18.0,4.1,21.9,0.6632,0.7525,0.3853,0.726,0.2037,0.9507,0.9346,0.7673,13.5
California,Stanislaus County,06099000205,Census Tract 2.05; Stanislaus County; California,4340,21.0,9.5,12.8,4.7,4.3,0.8243,0.2179,0.4252,0.2932,0.3932,0.4761,0.313,0.5499,8.2
California,Stanislaus County,06099000301,Census Tract 3.01; Stanislaus County; California,1918,39.4,17.9,15.5,11.8,8.2,0.7658,0.6842,0.7153,0.9756,0.5223,0.7165,0.2806,0.7262,8.8
California,Stanislaus County,06099000302,Census Tract 3.02; Stanislaus County; California,2466,30.4,17.1,11.3,9.4,11.3,0.7663,0.6468,0.6414,0.8925,0.3918,0.8204,0.9627,0.8954,15.9
California,Stanislaus County,06099000303,Census Tract 3.03; Stanislaus County; California,5880,19.8,11.4,10.1,6.6,0.0,0.4778,0.3347,0.5281,0.4359,0.5605,0.0,0.3538,0.4463,3.7
California,Stanislaus County,06099000304,Census Tract 3.04; Stanislaus County; California,5676,27.9,10.4,9.3,17.5,3.5,0.7549,0.268,0.8427,0.7618,0.6493,0.4092,0.4545,0.7061,12.8
California,Stanislaus County,06099000403,Census Tract 4.03; Stanislaus County; California,4898,9.2,16.4,11.5,0.7,5.9,0.2273,0.6133,0.0948,0.6766,0.2062,0.5944,0.6258,0.4212,10.3
California,Stanislaus County,06099000404,Census Tract 4.04; Stanislaus County; California,6132,37.5,13.9,15.9,4.8,6.1,0.5618,0.4827,0.4313,0.8375,0.2246,0.6075,0.6989,0.6523,7.1
California,Stanislaus County,06099000405,Census Tract 4.05; Stanislaus County; California,2634,40.8,13.0,13.2,5.4,0.0,0.9035,0.4319,0.4659,0.8487,0.4486,0.0,0.2124,0.701,10.6
California,Stanislaus County,06099000406,Census Tract 4.06; Stanislaus County; California,5614,7.5,9.9,6.3,4.9,0.0,0.1304,0.2399,0.4378,0.3804,0.3431,0.0,0.1817,0.1637,4.8
California,Stanislaus County,06099000407,Census Tract 4.07; Stanislaus County; California,3794,9.2,10.8,10.3,2.7,0.0,0.215,0.2946,0.2775,0.363,0.3479,0.0,0.0531,0.1265,2.2
California,Stanislaus County,06099000501,Census Tract 5.01; Stanislaus County; California,7240,8.5,19.6,16.1,4.3,1.9,0.1612,0.7525,0.3988,0.5849,0.3772,0.2425,0.1712,0.2265,5.6
California,Stanislaus County,06099000503,Census Tract 5.03; Stanislaus County; California,4586,17.9,10.6,10.5,5.8,2.7,0.5664,0.2816,0.4893,0.2943,0.4741,0.3286,0.3204,0.4327,5.5
California,Stanislaus County,06099000505,Census Tract 5.05; Stanislaus County; California,5576,16.0,13.2,13.1,6.2,4.0,0.5262,0.4449,0.5068,0.5841,0.39,0.4513,0.7314,0.6012,5.4
California,Stanislaus County,06099000506,Census Tract 5.06; Stanislaus County; California,4492,20.7,20.9,16.4,4.3,4.1,0.6721,0.7959,0.3988,0.8781,0.3738,0.46,0.6232,0.7174,10.6
California,Stanislaus County,06099000511,Census Tract 5.11; Stanislaus County; California,5849,4.8,14.6,14.1,5.2,1.2,0.2846,0.5192,0.4552,0.8436,0.4246,0.1547,0.0986,0.3153,5.6
California,Stanislaus County,06099000512,Census Tract 5.12; Stanislaus County; California,3407,17.1,23.9,10.7,6.4,3.3,0.2496,0.8694,0.5161,0.8674,0.1248,0.3894,0.2368,0.3427,1.6
California,Stanislaus County,06099000513,Census Tract 5.13; Stanislaus County; California,4150,3.6,8.4,10.0,6.3,0.8,0.1978,0.1562,0.5117,0.2418,0.4418,0.1055,0.0626,0.1112,1.7
California,Stanislaus County,06099000514,Census Tract 5.14; Stanislaus County; California,5169,17.8,11.8,9.9,6.8,3.0,0.7961,0.3577,0.5374,0.6269,0.4626,0.3607,0.5295,0.6939,4.8
California,Stanislaus County,06099000601,Census Tract 6.01; Stanislaus County; California,4522,15.7,13.2,8.3,3.2,2.1,0.618,0.4449,0.3223,0.3432,0.4562,0.2632,0.2583,0.4478,3.4
California,Stanislaus County,06099000602,Census Tract 6.02; Stanislaus County; California,3090,14.4,12.2,11.3,2.5,2.5,0.4715,0.3835,0.2624,0.4778,0.4339,0.3086,0.2399,0.3909,10.6
California,Stanislaus County,06099000801,Census Tract 8.01; Stanislaus County; California,6726,20.8,22.9,19.8,3.7,7.8,0.6686,0.8494,0.3586,0.772,0.2798,0.6976,0.4234,0.6067,9.0
California,Stanislaus County,06099000803,Census Tract 8.03; Stanislaus County; California,5113,34.3,11.8,19.0,11.8,6.5,0.7219,0.3577,0.7153,0.9918,0.5223,0.6322,0.9228,0.9243,11.8
California,Stanislaus County,06099000805,Census Tract 8.05; Stanislaus County; California,6270,26.5,10.9,15.6,7.0,2.0,0.7267,0.3011,0.5454,0.6327,0.5057,0.2521,0.2866,0.586,11.3
California,Stanislaus County,06099000806,Census Tract 8.06; Stanislaus County; California,4406,20.2,15.0,17.2,2.5,9.1,0.6021,0.5403,0.2624,0.658,0.4455,0.7507,0.4272,0.5694,16.0
California,Stanislaus County,06099000807,Census Tract 8.07; Stanislaus County; California,3745,12.9,20.8,14.1,5.9,8.6,0.4831,0.7934,0.4939,0.753,0.4562,0.7323,0.906,0.7019,9.7
California,Stanislaus County,06099000905,Census Tract 9.05; Stanislaus County; California,6823,23.1,20.2,18.4,4.0,10.7,0.554,0.7739,0.3786,0.7429,0.2567,0.8031,0.6603,0.6115,14.3
California,Stanislaus County,06099000906,Census Tract 9.06; Stanislaus County; California,6756,19.6,18.1,15.2,1.7,2.1,0.5271,0.6927,0.1907,0.2815,0.1693,0.2632,0.4933,0.4254,6.5
California,Stanislaus County,06099000907,Census Tract 9.07; Stanislaus County; California,3838,21.1,23.3,12.4,0.7,14.4,0.5875,0.8578,0.0948,0.5791,0.0626,0.8825,0.4327,0.4954,15.0
California,Stanislaus County,06099000908,Census Tract 9.08; Stanislaus County; California,5539,18.8,14.1,17.5,9.4,5.3,0.5863,0.4942,0.6414,0.9363,0.4798,0.5544,0.3141,0.617,5.9
California,Stanislaus County,06099000909,Census Tract 9.09; Stanislaus County; California,4618,26.0,17.0,13.8,5.1,5.6,0.6399,0.6417,0.4506,0.9212,0.3833,0.5756,0.6373,0.7242,13.1
California,Stanislaus County,06099000910,Census Tract 9.10; Stanislaus County; California,7380,34.3,10.4,17.6,3.0,12.1,0.7817,0.268,0.3051,0.9027,0.4275,0.8392,0.9678,0.9113,10.6
California,Stanislaus County,06099000911,Census Tract 9.11; Stanislaus County; California,5101,13.2,15.1,11.0,1.1,7.7,0.3544,0.5468,0.1343,0.5328,0.397,0.6939,0.3236,0.3719,10.3
California,Stanislaus County,06099000913,Census Tract 9.13; Stanislaus County; California,6648,11.7,15.3,9.3,4.7,0.8,0.1689,0.5581,0.4252,0.292,0.4089,0.1055,0.16,0.1618,6.3
California,Stanislaus County,06099000914,Census Tract 9.14; Stanislaus County; California,5305,8.6,14.4,13.0,3.8,1.4,0.1935,0.5096,0.3648,0.6984,0.5005,0.1803,0.1571,0.276,3.3
California,Stanislaus County,06099000915,Census Tract 9.15; Stanislaus County; California,4112,1.3,16.4,16.5,1.7,3.1,0.2895,0.6133,0.1907,0.8543,0.3669,0.3708,0.2836,0.4102,1.7
California,Stanislaus County,06099001001,Census Tract 10.01; Stanislaus County; California,6219,24.7,16.3,14.6,0.4,4.7,0.5183,0.6083,0.0607,0.4181,0.3366,0.5101,0.5325,0.489,7.5
California,Stanislaus County,06099001002,Census Tract 10.02; Stanislaus County; California,3305,26.1,15.2,25.1,0.8,9.5,0.7202,0.5518,0.1045,0.7245,0.3394,0.7654,0.3011,0.5879,8.3
California,Stanislaus County,06099001100,Census Tract 11; Stanislaus County; California,4728,38.9,14.4,13.9,5.7,15.5,0.7583,0.5096,0.4831,0.8887,0.3394,0.8968,0.8584,0.8334,23.0
California,Stanislaus County,06099001200,Census Tract 12; Stanislaus County; California,3837,30.2,12.2,9.8,0.5,10.8,0.5803,0.3835,0.0702,0.2557,0.2213,0.8063,0.3952,0.4204,7.4
California,Stanislaus County,06099001300,Census Tract 13; Stanislaus County; California,6094,28.5,13.1,7.4,2.4,5.3,0.6948,0.438,0.2542,0.5124,0.2262,0.5544,0.3776,0.5357,3.4
California,Stanislaus County,06099001400,Census Tract 14; Stanislaus County; California,7653,39.0,13.7,14.4,5.8,7.4,0.692,0.4709,0.4893,0.9341,0.4204,0.68,0.9616,0.8836,10.5
California,Stanislaus County,06099001500,Census Tract 15; Stanislaus County; California,7079,25.8,13.0,18.7,11.9,10.1,0.8909,0.4319,0.7177,0.9554,0.6077,0.7859,0.9726,0.9701,10.8
California,Stanislaus County,06099001601,Census Tract 16.01; Stanislaus County; California,4678,36.6,8.6,14.8,17.9,9.0,0.8585,0.1668,0.8509,0.9795,0.8096,0.7464,0.9251,0.9666,10.5
California,Stanislaus County,06099001603,Census Tract 16.03; Stanislaus County; California,6157,29.0,9.2,12.7,22.9,4.4,0.8968,0.202,0.9142,0.9256,0.7084,0.4843,0.7145,0.8991,14.0
California,Stanislaus County,06099001604,Census Tract 16.04; Stanislaus County; California,3656,53.0,9.3,15.6,20.0,7.3,0.9562,0.2075,0.8809,0.9921,0.9116,0.6756,0.3185,0.9033,15.1
California,Stanislaus County,06099001700,Census Tract 17; Stanislaus County; California,2868,49.5,8.5,16.9,23.0,15.7,0.9711,0.1624,0.9151,0.9875,0.8129,0.8997,0.5712,0.9475,17.6
California,Stanislaus County,06099001800,Census Tract 18; Stanislaus County; California,2308,54.2,18.2,26.0,14.5,30.2,0.9355,0.6967,0.7832,0.9744,0.4376,0.9754,0.9864,0.9833,29.4
California,Stanislaus County,06099001900,Census Tract 19; Stanislaus County; California,4804,11.4,19.1,9.9,3.8,3.5,0.456,0.7338,0.3648,0.4132,0.3423,0.4092,0.1542,0.3138,9.4
California,Stanislaus County,06099002002,Census Tract 20.02; Stanislaus County; California,4385,30.1,15.3,17.9,10.5,2.6,0.7569,0.5581,0.6773,0.8415,0.4819,0.3182,0.6675,0.7717,20.2
California,Stanislaus County,06099002004,Census Tract 20.04; Stanislaus County; California,6781,19.7,12.4,13.8,9.8,2.5,0.6657,0.3957,0.6546,0.9501,0.5659,0.3086,0.4876,0.7293,16.9
California,Stanislaus County,06099002005,Census Tract 20.05; Stanislaus County; California,3916,19.9,11.7,16.1,8.0,0.6,0.5733,0.351,0.5896,0.9238,0.5375,0.0817,0.1037,0.514,3.8
California,Stanislaus County,06099002006,Census Tract 20.06; Stanislaus County; California,5724,7.7,6.4,8.8,5.6,0.8,0.3303,0.074,0.4777,0.5763,0.6445,0.1055,0.228,0.3702,2.3
California,Stanislaus County,06099002100,Census Tract 21; Stanislaus County; California,3427,54.4,7.3,20.3,14.3,14.4,0.9485,0.1038,0.7785,0.9434,0.6191,0.8825,0.9304,0.9695,24.4
California,Stanislaus County,06099002200,Census Tract 22; Stanislaus County; California,5403,44.1,9.6,14.4,16.2,10.6,0.9256,0.2235,0.8177,0.9642,0.7967,0.8001,0.3388,0.8456,7.5
California,Stanislaus County,06099002302,Census Tract 23.02; Stanislaus County; California,3941,54.8,7.6,14.2,16.3,3.7,0.9419,0.1185,0.8196,0.9673,0.7261,0.4264,0.9048,0.9717,23.5
California,Stanislaus County,06099002303,Census Tract 23.03; Stanislaus County; California,5792,33.7,4.7,5.6,21.3,1.8,0.8176,0.0351,0.8964,0.4949,0.699,0.2296,0.567,0.7148,4.7
California,Stanislaus County,06099002304,Census Tract 23.04; Stanislaus County; California,3217,50.0,7.4,11.0,24.0,23.6,0.9502,0.1093,0.9275,0.9218,0.7484,0.958,0.7296,0.9299,11.1
California,Stanislaus County,06099002401,Census Tract 24.01; Stanislaus County; California,4106,33.4,4.1,5.2,21.9,0.9,0.8634,0.0257,0.9032,0.6243,0.8432,0.1172,0.282,0.6969,8.2
California,Stanislaus County,06099002402,Census Tract 24.02; Stanislaus County; California,5318,43.9,5.4,8.7,23.2,0.7,0.9555,0.0491,0.9182,0.8713,0.9011,0.0935,0.4822,0.8773,10.8
California,Stanislaus County,06099002503,Census Tract 25.03; Stanislaus County; California,4158,41.5,12.0,15.1,10.1,9.0,0.8951,0.3713,0.6652,0.9227,0.6215,0.7464,0.8203,0.9164,12.2
California,Stanislaus County,06099002504,Census Tract 25.04; Stanislaus County; California,4785,26.5,13.4,12.8,17.3,1.9,0.8722,0.4546,0.84,0.8511,0.6231,0.2425,0.2475,0.719,25.9
California,Stanislaus County,06099002505,Census Tract 25.05; Stanislaus County; California,4956,14.5,5.3,9.3,16.0,4.1,0.6038,0.0471,0.8143,0.6406,0.8597,0.46,0.1623,0.5204,6.7
